Date,Category,Region,Weather,Advertising,Discount,Month,Year,Season,Sales,Customer_Count,Profit
2023-08-25,Apparel,West,Snowy,942.86,6.26,August,2023,Summer,1770.72,49,461.44
2023-08-27,Apparel,East,Cloudy,1587.47,23.24,August,2023,Summer,2577.41,136,621.51
2023-08-28,Home Goods,West,Snowy,549.21,11.56,August,2023,Summer,1525.54,77,376.93
2023-08-30,Apparel,South,Cloudy,1855.64,12.2,August,2023,Summer,2368.9,88,530.05
2023-08-30,Electronics,South,Snowy,1513.77,11.63,August,2023,Summer,2371.0,77,547.55
2023-08-31,Electronics,East,Rainy,730.71,24.54,August,2023,Summer,2213.49,143,601.08
2023-08-31,Electronics,North,Cloudy,1966.18,26.23,August,2023,Summer,3087.19,153,671.31
2023-09-01,Home Goods,West,Snowy,1582.58,8.29,September,2023,Fall,2505.43,62,682.38
2023-09-01,Home Goods,East,Rainy,1389.52,5.62,September,2023,Fall,2162.83,50,532.2
2023-09-02,Electronics,South,Cloudy,1192.17,10.1,September,2023,Fall,2676.53,60,605.95
2023-09-03,Apparel,West,Snowy,860.57,8.2,September,2023,Fall,2145.3,62,656.23
2023-09-04,Home Goods,West,Cloudy,1222.8,16.06,September,2023,Fall,2248.44,106,622.56
2023-09-04,Apparel,East,Cloudy,1782.81,22.22,September,2023,Fall,3224.85,137,707.83
2023-09-05,Home Goods,West,Cloudy,1211.01,15.06,September,2023,Fall,2224.36,84,528.76
2023-09-05,Electronics,West,Sunny,1577.64,18.03,September,2023,Fall,3017.88,122,785.12
2023-09-05,Electronics,West,Cloudy,1934.48,28.5,September,2023,Fall,3494.94,167,858.13
2023-09-05,Home Goods,West,Cloudy,728.49,16.32,September,2023,Fall,1833.67,116,356.2
2023-09-07,Electronics,West,Sunny,1609.51,15.48,September,2023,Fall,3071.37,98,742.83
2023-09-09,Apparel,West,Cloudy,642.58,12.91,September,2023,Fall,2122.66,81,537.17
2023-09-12,Home Goods,West,Sunny,1313.8,16.54,September,2023,Fall,2512.87,109,558.58
2023-09-12,Home Goods,South,Rainy,589.57,13.54,September,2023,Fall,1909.68,87,473.76
2023-09-16,Home Goods,South,Sunny,831.12,27.3,September,2023,Fall,2390.93,167,591.77
2023-09-17,Home Goods,South,Sunny,1166.19,14.76,September,2023,Fall,2206.08,92,579.12
2023-09-17,Home Goods,West,Rainy,1713.77,9.25,September,2023,Fall,2447.72,69,575.8
2023-09-18,Electronics,North,Snowy,1028.9,24.52,September,2023,Fall,2912.28,146,664.48
2023-09-18,Home Goods,East,Rainy,1328.1,6.14,September,2023,Fall,2310.48,64,636.77
2023-09-20,Electronics,West,Rainy,567.17,23.41,September,2023,Fall,2765.83,136,658.36
2023-09-20,Electronics,North,Rainy,1905.64,12.56,September,2023,Fall,3261.51,85,724.97
2023-09-25,Electronics,North,Sunny,1468.61,17.86,September,2023,Fall,2978.76,105,677.84
2023-09-26,Home Goods,West,Snowy,1696.32,9.86,September,2023,Fall,2456.34,68,585.64
2023-09-26,Home Goods,West,Snowy,969.29,27.77,September,2023,Fall,2476.39,166,602.4
2023-09-26,Home Goods,South,Snowy,1943.47,14.75,September,2023,Fall,2771.73,95,680.16
2023-09-28,Electronics,East,Sunny,1972.48,22.93,September,2023,Fall,3395.22,138,784.4
2023-09-30,Home Goods,South,Rainy,770.46,19.54,September,2023,Fall,2059.37,119,547.08
2023-09-30,Apparel,North,Sunny,1034.28,17.35,September,2023,Fall,2370.54,111,479.62
2023-09-30,Apparel,West,Sunny,1321.68,29.63,September,2023,Fall,2810.51,176,554.88
2023-10-01,Electronics,North,Sunny,1471.57,8.09,October,2023,Fall,3065.63,65,661.61
2023-10-02,Home Goods,East,Snowy,1124.18,21.4,October,2023,Fall,2161.33,133,574.16
2023-10-02,Electronics,East,Cloudy,1043.4,17.54,October,2023,Fall,3019.45,105,717.39
2023-10-02,Home Goods,South,Cloudy,1368.9,10.43,October,2023,Fall,2433.57,75,617.27
2023-10-03,Home Goods,East,Cloudy,1031.4,20.81,October,2023,Fall,2291.48,128,562.95
2023-10-03,Home Goods,South,Sunny,1165.18,25.0,October,2023,Fall,2461.67,153,553.07
2023-10-04,Apparel,South,Snowy,546.41,19.47,October,2023,Fall,2131.67,118,507.21
2023-10-05,Home Goods,West,Snowy,1794.32,23.96,October,2023,Fall,2804.34,155,761.01
2023-10-08,Electronics,West,Cloudy,1777.76,6.58,October,2023,Fall,3052.18,49,706.33
2023-10-09,Apparel,North,Snowy,1739.06,12.4,October,2023,Fall,2857.61,84,800.0
2023-10-10,Electronics,West,Snowy,575.03,25.01,October,2023,Fall,2739.87,145,562.77
2023-10-10,Apparel,East,Sunny,780.37,25.68,October,2023,Fall,2463.82,154,627.89
2023-10-10,Apparel,East,Snowy,1433.78,12.02,October,2023,Fall,2473.41,87,650.6
2023-10-11,Apparel,North,Sunny,1687.58,25.67,October,2023,Fall,2984.23,144,714.08
2023-10-14,Home Goods,West,Rainy,1448.82,6.38,October,2023,Fall,2340.58,40,584.43
2023-10-15,Home Goods,South,Sunny,1515.73,17.11,October,2023,Fall,2495.58,108,603.61
2023-10-15,Electronics,South,Cloudy,1175.17,24.04,October,2023,Fall,2849.21,147,596.13
2023-10-16,Apparel,South,Rainy,562.49,12.31,October,2023,Fall,2119.87,83,623.98
2023-10-17,Home Goods,North,Rainy,1294.99,8.34,October,2023,Fall,2109.18,66,523.94
2023-10-18,Electronics,West,Snowy,1497.49,20.57,October,2023,Fall,2944.93,136,622.15
2023-10-18,Home Goods,West,Sunny,1879.08,20.42,October,2023,Fall,2805.69,125,702.69
2023-10-18,Apparel,East,Cloudy,1770.79,16.56,October,2023,Fall,2882.16,99,694.07
2023-10-19,Apparel,North,Snowy,1145.81,13.62,October,2023,Fall,2625.72,92,670.32
2023-10-19,Home Goods,South,Snowy,1464.23,12.38,October,2023,Fall,2333.32,78,590.14
2023-10-20,Electronics,South,Snowy,1301.44,7.19,October,2023,Fall,2642.04,66,709.09
2023-10-21,Home Goods,South,Sunny,510.02,13.1,October,2023,Fall,1957.55,76,493.54
2023-10-21,Electronics,South,Snowy,1843.59,19.42,October,2023,Fall,3322.14,121,669.26
2023-10-21,Home Goods,East,Snowy,1985.82,7.86,October,2023,Fall,2542.71,60,615.08
2023-10-21,Apparel,South,Rainy,745.82,23.94,October,2023,Fall,2401.49,143,564.79
2023-10-21,Electronics,West,Sunny,500.66,19.41,October,2023,Fall,2515.23,115,611.53
2023-10-22,Apparel,East,Cloudy,1521.13,27.04,October,2023,Fall,3043.39,163,644.44
2023-10-22,Electronics,North,Sunny,1333.24,15.86,October,2023,Fall,2935.75,106,776.79
2023-10-24,Electronics,East,Rainy,972.38,5.29,October,2023,Fall,2566.31,55,580.82
2023-10-25,Electronics,South,Snowy,1460.95,10.85,October,2023,Fall,2921.01,83,646.44
2023-10-25,Apparel,West,Rainy,1804.64,16.71,October,2023,Fall,2840.88,110,644.65
2023-10-26,Apparel,South,Snowy,1597.59,13.11,October,2023,Fall,2915.79,83,679.37
2023-10-26,Electronics,West,Rainy,1339.53,19.28,October,2023,Fall,3161.94,117,760.51
2023-10-26,Home Goods,North,Rainy,1608.94,12.03,October,2023,Fall,2493.77,84,653.31
2023-10-26,Apparel,South,Rainy,1360.76,26.12,October,2023,Fall,2769.28,152,608.12
2023-10-27,Apparel,North,Snowy,1153.26,27.82,October,2023,Fall,2787.22,161,739.05
2023-10-30,Electronics,North,Snowy,843.76,19.8,October,2023,Fall,2934.06,118,700.43
2023-11-01,Electronics,South,Sunny,1859.63,13.92,November,2023,Fall,3071.02,88,793.97
2023-11-01,Apparel,West,Snowy,1194.76,27.58,November,2023,Fall,2842.71,163,635.36
2023-11-03,Electronics,East,Sunny,1516.08,28.73,November,2023,Fall,3535.43,161,701.1
2023-11-03,Home Goods,West,Cloudy,842.73,27.29,November,2023,Fall,2210.79,156,476.18
2023-11-03,Apparel,North,Cloudy,1345.49,29.1,November,2023,Fall,2946.95,168,671.33
2023-11-04,Home Goods,East,Sunny,603.54,14.14,November,2023,Fall,2003.88,93,547.45
2023-11-06,Electronics,North,Rainy,574.25,18.64,November,2023,Fall,2540.88,113,544.22
2023-11-06,Apparel,South,Snowy,1853.35,17.81,November,2023,Fall,2995.25,109,662.92
2023-11-07,Electronics,West,Sunny,1480.99,26.0,November,2023,Fall,3179.21,164,661.64
2023-11-07,Apparel,North,Rainy,1298.03,24.2,November,2023,Fall,2902.19,149,673.73
2023-11-07,Electronics,South,Cloudy,819.63,16.6,November,2023,Fall,2813.03,111,581.42
2023-11-08,Apparel,West,Rainy,651.89,28.34,November,2023,Fall,2424.25,168,651.27
2023-11-12,Home Goods,West,Rainy,1565.17,14.1,November,2023,Fall,2611.97,95,610.15
2023-11-13,Apparel,South,Rainy,564.51,28.06,November,2023,Fall,2396.38,157,522.29
2023-11-13,Electronics,South,Cloudy,1199.91,16.58,November,2023,Fall,3077.35,106,695.65
2023-11-13,Apparel,West,Rainy,1513.37,26.24,November,2023,Fall,3021.96,155,884.37
2023-11-13,Apparel,East,Rainy,1811.34,25.23,November,2023,Fall,3005.76,154,699.65
2023-11-15,Home Goods,North,Snowy,765.76,28.5,November,2023,Fall,2278.91,165,550.07
2023-11-15,Apparel,North,Rainy,1084.81,20.8,November,2023,Fall,2500.98,137,597.11
2023-11-15,Home Goods,East,Sunny,1370.33,16.65,November,2023,Fall,2350.87,103,614.03
2023-11-16,Apparel,North,Sunny,1604.3,12.95,November,2023,Fall,2786.68,100,612.7
2023-11-16,Electronics,West,Snowy,1059.89,7.33,November,2023,Fall,2643.69,63,653.1
2023-11-17,Home Goods,West,Rainy,1788.44,21.86,November,2023,Fall,2937.12,130,670.91
2023-11-18,Apparel,West,Cloudy,693.27,27.59,November,2023,Fall,2471.32,156,642.83
2023-11-19,Home Goods,East,Rainy,781.76,22.18,November,2023,Fall,2198.37,134,545.16
2023-11-20,Electronics,East,Snowy,515.14,10.38,November,2023,Fall,2404.49,72,572.1
2023-11-21,Apparel,West,Cloudy,1770.91,10.98,November,2023,Fall,2862.66,83,716.14
2023-11-22,Home Goods,South,Cloudy,1627.66,10.79,November,2023,Fall,2489.55,83,667.23
2023-11-22,Home Goods,West,Rainy,1624.78,12.67,November,2023,Fall,2643.07,90,643.56
2023-11-23,Home Goods,South,Cloudy,1818.88,12.83,November,2023,Fall,2661.73,86,573.46
2023-11-23,Apparel,West,Snowy,648.95,7.01,November,2023,Fall,2023.35,53,481.76
2023-11-24,Apparel,North,Snowy,1260.01,6.55,November,2023,Fall,2369.9,59,568.47
2023-11-26,Home Goods,South,Sunny,879.22,14.56,November,2023,Fall,2239.83,98,604.63
2023-11-28,Apparel,South,Sunny,521.29,24.74,November,2023,Fall,2180.41,147,504.24
2023-11-29,Home Goods,North,Cloudy,998.15,13.49,November,2023,Fall,2236.0,86,567.69
2023-11-29,Electronics,West,Sunny,1867.28,26.58,November,2023,Fall,3471.08,148,749.52
2023-11-30,Apparel,South,Sunny,1276.39,24.41,November,2023,Fall,2754.11,147,736.59
2023-11-30,Apparel,West,Cloudy,626.59,20.92,November,2023,Fall,2268.11,130,593.22
2023-11-30,Electronics,South,Cloudy,632.3,23.33,November,2023,Fall,2640.73,139,621.17
2023-12-01,Electronics,South,Cloudy,881.35,9.99,December,2023,Winter,2912.22,80,725.94
2023-12-01,Home Goods,North,Rainy,753.62,20.81,December,2023,Winter,2435.54,123,609.41
2023-12-02,Electronics,North,Sunny,1130.18,8.61,December,2023,Winter,2955.93,78,639.28
2023-12-03,Electronics,South,Rainy,747.24,24.41,December,2023,Winter,3188.53,154,765.35
2023-12-04,Home Goods,West,Cloudy,878.46,13.19,December,2023,Winter,2240.5,95,504.19
2023-12-05,Apparel,West,Sunny,823.02,12.7,December,2023,Winter,2542.27,84,660.84
2023-12-05,Apparel,North,Rainy,1488.67,7.47,December,2023,Winter,3028.45,60,662.14
2023-12-07,Electronics,West,Sunny,669.4,16.04,December,2023,Winter,2830.13,108,629.18
2023-12-10,Apparel,West,Sunny,1797.79,17.47,December,2023,Winter,3029.73,106,679.55
2023-12-11,Home Goods,South,Sunny,852.56,25.82,December,2023,Winter,2391.04,158,639.92
2023-12-11,Apparel,South,Sunny,1068.37,25.32,December,2023,Winter,2959.36,165,591.05
2023-12-12,Electronics,East,Rainy,1283.67,27.89,December,2023,Winter,3449.78,161,756.99
2023-12-15,Electronics,East,Sunny,1677.9,29.74,December,2023,Winter,3534.53,174,905.36
2023-12-19,Home Goods,South,Rainy,1958.63,6.92,December,2023,Winter,2891.98,67,702.59
2023-12-21,Apparel,South,Snowy,1167.87,21.83,December,2023,Winter,2946.19,133,690.66
2023-12-21,Electronics,East,Sunny,1217.39,22.88,December,2023,Winter,3286.62,134,796.61
2023-12-25,Electronics,North,Rainy,1240.25,28.11,December,2023,Winter,3515.21,160,912.02
2023-12-26,Apparel,South,Sunny,1922.16,26.43,December,2023,Winter,3535.35,150,845.57
2023-12-27,Home Goods,West,Sunny,1823.39,7.59,December,2023,Winter,2579.38,57,623.02
2023-12-28,Electronics,East,Cloudy,706.29,24.32,December,2023,Winter,3031.33,146,739.08
2023-12-28,Home Goods,North,Sunny,806.69,22.75,December,2023,Winter,2453.23,137,600.23
2023-12-28,Apparel,South,Snowy,614.58,20.49,December,2023,Winter,2592.5,112,598.43
2023-12-29,Electronics,North,Cloudy,1175.9,25.78,December,2023,Winter,3494.44,155,792.25
2023-12-30,Home Goods,North,Cloudy,1896.51,28.58,December,2023,Winter,2945.9,178,692.74
2023-12-30,Apparel,North,Sunny,1630.74,15.5,December,2023,Winter,2983.54,101,769.93
2023-12-31,Electronics,East,Cloudy,1232.56,19.39,December,2023,Winter,3284.94,128,825.47
2023-12-31,Home Goods,East,Cloudy,1261.17,17.6,December,2023,Winter,2736.07,109,696.62
2024-01-02,Home Goods,North,Rainy,615.72,23.17,January,2024,Winter,2306.27,145,559.83
2024-01-02,Electronics,South,Rainy,1680.15,8.19,January,2024,Winter,3266.36,67,745.56
2024-01-03,Electronics,East,Sunny,1338.47,10.54,January,2024,Winter,3298.86,88,795.26
2024-01-04,Apparel,East,Sunny,673.61,26.72,January,2024,Winter,2569.92,164,663.08
2024-01-04,Apparel,East,Rainy,1676.63,6.91,January,2024,Winter,3013.63,61,714.32
2024-01-05,Electronics,East,Rainy,1173.22,10.87,January,2024,Winter,3029.97,82,678.02
2024-01-05,Home Goods,North,Sunny,1213.95,22.6,January,2024,Winter,2675.45,127,717.6
2024-01-06,Apparel,North,Sunny,1710.78,23.11,January,2024,Winter,3183.76,131,879.29
2024-01-06,Electronics,North,Sunny,1638.6,26.43,January,2024,Winter,3761.82,161,875.54
2024-01-06,Home Goods,South,Sunny,1298.39,20.46,January,2024,Winter,2736.75,133,663.25
2024-01-09,Home Goods,West,Sunny,805.37,27.54,January,2024,Winter,2531.36,166,705.28
2024-01-09,Electronics,West,Cloudy,945.09,18.7,January,2024,Winter,3079.43,119,710.6
2024-01-10,Electronics,East,Rainy,1137.16,20.14,January,2024,Winter,3266.16,130,782.22
2024-01-11,Electronics,East,Sunny,1535.14,25.56,January,2024,Winter,3567.89,153,767.95
2024-01-13,Home Goods,West,Rainy,1469.68,14.66,January,2024,Winter,2574.38,104,601.05
2024-01-15,Electronics,North,Sunny,1919.97,21.67,January,2024,Winter,3808.92,131,817.7
2024-01-15,Home Goods,West,Sunny,1904.48,19.72,January,2024,Winter,3080.19,125,753.8
2024-01-18,Home Goods,West,Sunny,1855.41,11.37,January,2024,Winter,2777.17,74,659.34
2024-01-19,Electronics,East,Rainy,1611.47,19.62,January,2024,Winter,3549.62,112,748.16
2024-01-19,Electronics,South,Rainy,1683.2,15.2,January,2024,Winter,3700.14,94,804.44
2024-01-20,Apparel,South,Sunny,1289.42,17.85,January,2024,Winter,2910.81,114,707.25
2024-01-20,Home Goods,North,Rainy,1950.58,24.55,January,2024,Winter,3175.12,141,774.98
2024-01-21,Apparel,East,Sunny,1311.1,7.25,January,2024,Winter,2828.27,69,689.71
2024-01-21,Home Goods,West,Snowy,1892.99,6.13,January,2024,Winter,2698.15,53,590.45
2024-01-22,Apparel,North,Snowy,1096.17,16.06,January,2024,Winter,2697.7,104,592.15
2024-01-22,Home Goods,East,Sunny,1860.41,6.52,January,2024,Winter,2764.33,54,686.41
2024-01-24,Home Goods,East,Snowy,1833.33,10.5,January,2024,Winter,2893.67,72,700.52
2024-01-24,Electronics,South,Cloudy,1965.66,17.68,January,2024,Winter,3762.41,115,833.02
2024-01-28,Electronics,East,Snowy,1712.12,18.93,January,2024,Winter,3592.11,115,852.78
2024-01-29,Apparel,South,Cloudy,1500.3,22.39,January,2024,Winter,2971.85,132,774.61
2024-01-29,Electronics,South,Cloudy,636.08,20.04,January,2024,Winter,2859.76,117,597.85
2024-01-31,Home Goods,West,Cloudy,1320.05,7.69,January,2024,Winter,2525.2,72,552.17
2024-02-01,Apparel,South,Rainy,1707.13,8.96,February,2024,Winter,2899.36,66,699.05
2024-02-01,Apparel,North,Rainy,1841.96,8.49,February,2024,Winter,2996.82,61,729.67
2024-02-03,Electronics,South,Rainy,884.07,15.88,February,2024,Winter,3121.91,101,730.91
2024-02-03,Home Goods,North,Sunny,894.01,23.82,February,2024,Winter,2489.63,143,554.72
2024-02-03,Home Goods,South,Cloudy,1173.63,8.58,February,2024,Winter,2401.07,63,620.07
2024-02-03,Electronics,East,Cloudy,1200.17,19.61,February,2024,Winter,3238.0,125,791.72
2024-02-06,Apparel,West,Cloudy,1673.58,6.75,February,2024,Winter,2740.16,55,655.1
2024-02-06,Apparel,North,Sunny,1807.4,21.56,February,2024,Winter,3102.34,135,758.49
2024-02-08,Home Goods,West,Cloudy,1985.13,11.89,February,2024,Winter,3021.34,84,704.36
2024-02-08,Home Goods,South,Cloudy,503.16,5.37,February,2024,Winter,1876.97,56,465.18
2024-02-09,Electronics,South,Rainy,1522.5,28.1,February,2024,Winter,3526.89,164,765.99
2024-02-10,Apparel,South,Cloudy,586.61,28.84,February,2024,Winter,2552.44,164,586.28
2024-02-11,Home Goods,East,Cloudy,1683.74,15.3,February,2024,Winter,2834.35,98,648.38
2024-02-12,Electronics,North,Cloudy,1194.28,29.73,February,2024,Winter,3384.65,179,741.73
2024-02-13,Apparel,West,Rainy,858.74,5.13,February,2024,Winter,2513.2,47,548.5
2024-02-15,Electronics,South,Sunny,1398.21,10.3,February,2024,Winter,3194.7,73,653.97
2024-02-15,Apparel,East,Sunny,1390.7,29.22,February,2024,Winter,3239.85,171,787.68
2024-02-15,Electronics,North,Snowy,1875.19,26.74,February,2024,Winter,4074.73,158,880.66
2024-02-15,Electronics,North,Snowy,900.01,7.19,February,2024,Winter,2963.08,63,733.72
2024-02-16,Electronics,South,Sunny,827.66,24.74,February,2024,Winter,3043.47,150,710.81
2024-02-18,Apparel,West,Rainy,1403.18,27.11,February,2024,Winter,3099.13,147,727.72
2024-02-19,Apparel,East,Sunny,1727.31,22.67,February,2024,Winter,3208.79,140,698.59
2024-02-19,Apparel,South,Cloudy,1844.06,16.01,February,2024,Winter,3315.74,114,738.74
2024-02-22,Electronics,West,Rainy,1069.25,11.79,February,2024,Winter,2952.23,77,647.31
2024-02-22,Electronics,West,Rainy,1744.64,29.79,February,2024,Winter,3808.79,166,851.3
2024-02-23,Home Goods,East,Rainy,1791.98,17.31,February,2024,Winter,3035.27,117,670.75
2024-02-24,Apparel,West,Snowy,1896.21,29.91,February,2024,Winter,3487.09,177,832.12
2024-02-26,Home Goods,West,Snowy,1006.01,16.0,February,2024,Winter,2466.57,103,575.92
2024-02-26,Apparel,South,Snowy,1072.16,7.64,February,2024,Winter,2559.94,62,617.86
2024-02-29,Apparel,North,Sunny,1247.35,7.3,February,2024,Winter,2628.88,55,751.14
2024-03-01,Electronics,West,Sunny,566.85,22.05,March,2024,Spring,2676.51,136,612.43
2024-03-02,Home Goods,North,Rainy,779.03,24.07,March,2024,Spring,2051.29,142,499.43
2024-03-02,Home Goods,North,Snowy,851.28,27.04,March,2024,Spring,2252.74,160,500.52
2024-03-02,Electronics,East,Snowy,1222.32,6.91,March,2024,Spring,2597.24,57,717.49
2024-03-03,Home Goods,East,Sunny,1077.68,24.01,March,2024,Spring,2202.1,140,565.36
2024-03-05,Home Goods,South,Rainy,606.34,12.41,March,2024,Spring,1910.39,83,555.71
2024-03-05,Apparel,East,Sunny,1700.53,8.97,March,2024,Spring,2664.18,66,608.07
2024-03-06,Apparel,North,Rainy,758.13,13.39,March,2024,Spring,2165.06,89,518.69
2024-03-06,Electronics,East,Snowy,1712.03,18.22,March,2024,Spring,3096.14,113,719.84
2024-03-06,Electronics,West,Cloudy,1105.85,24.42,March,2024,Spring,2904.96,144,626.16
2024-03-08,Electronics,South,Rainy,1735.67,11.99,March,2024,Spring,3064.05,84,646.31
2024-03-08,Apparel,West,Cloudy,839.42,24.34,March,2024,Spring,2161.51,142,537.27
2024-03-08,Apparel,East,Snowy,830.73,16.49,March,2024,Spring,2045.6,96,509.55
2024-03-10,Apparel,East,Snowy,1363.03,12.39,March,2024,Spring,2486.7,84,593.78
2024-03-11,Electronics,East,Rainy,1101.96,29.79,March,2024,Spring,3052.93,175,687.77
2024-03-12,Apparel,North,Rainy,1641.28,10.45,March,2024,Spring,2418.72,80,521.13
2024-03-12,Apparel,West,Sunny,1712.41,13.96,March,2024,Spring,2648.82,92,701.78
2024-03-14,Apparel,East,Snowy,1000.19,26.88,March,2024,Spring,2517.06,160,704.79
2024-03-15,Apparel,East,Rainy,1894.14,26.06,March,2024,Spring,3200.93,151,743.52
2024-03-16,Home Goods,North,Rainy,609.01,28.56,March,2024,Spring,2155.63,166,458.63
2024-03-17,Home Goods,North,Snowy,695.07,17.79,March,2024,Spring,1953.04,107,469.24
2024-03-21,Electronics,West,Snowy,578.3,13.4,March,2024,Spring,2563.93,91,639.3
2024-03-23,Apparel,West,Snowy,504.38,17.76,March,2024,Spring,1899.97,104,523.12
2024-03-25,Apparel,West,Cloudy,1375.34,27.24,March,2024,Spring,2734.9,144,680.69
2024-03-25,Home Goods,West,Cloudy,1872.89,12.96,March,2024,Spring,2604.49,88,605.36
2024-03-26,Apparel,East,Sunny,800.98,5.22,March,2024,Spring,1983.5,43,496.63
2024-03-26,Electronics,South,Rainy,1541.68,17.81,March,2024,Spring,2795.17,113,728.69
2024-03-26,Electronics,South,Snowy,899.25,6.12,March,2024,Spring,2375.12,54,599.74
2024-03-26,Home Goods,West,Rainy,1390.23,20.1,March,2024,Spring,2448.82,119,490.36
2024-03-28,Electronics,North,Cloudy,1315.71,6.39,March,2024,Spring,2791.96,59,664.75
2024-03-29,Apparel,South,Cloudy,1296.63,21.86,March,2024,Spring,2555.59,127,558.53
2024-03-29,Home Goods,South,Rainy,1959.16,5.33,March,2024,Spring,2557.03,46,628.33
2024-03-30,Electronics,West,Snowy,1344.07,20.41,March,2024,Spring,2897.43,126,701.14
2024-03-30,Home Goods,North,Sunny,1844.11,24.61,March,2024,Spring,2720.68,141,663.19
2024-04-01,Home Goods,North,Sunny,1360.02,23.84,April,2024,Spring,2321.88,146,547.98
2024-04-01,Apparel,West,Snowy,1763.11,29.61,April,2024,Spring,2894.73,172,593.56
2024-04-02,Home Goods,East,Snowy,1588.44,7.87,April,2024,Spring,2382.53,59,562.6
2024-04-03,Electronics,North,Snowy,1145.56,21.3,April,2024,Spring,2798.61,135,721.65
2024-04-04,Home Goods,South,Sunny,1923.27,28.18,April,2024,Spring,2835.21,158,581.57
2024-04-05,Electronics,East,Cloudy,1590.12,12.87,April,2024,Spring,2861.07,92,616.48
2024-04-06,Home Goods,South,Rainy,751.04,12.95,April,2024,Spring,2061.97,82,453.24
2024-04-07,Apparel,North,Rainy,1866.6,18.91,April,2024,Spring,2834.84,116,676.5
2024-04-08,Electronics,South,Sunny,1508.08,8.79,April,2024,Spring,2787.92,66,615.59
2024-04-08,Apparel,West,Snowy,806.66,21.63,April,2024,Spring,2409.81,136,592.14
2024-04-08,Apparel,North,Snowy,1572.56,27.58,April,2024,Spring,2815.71,162,621.86
2024-04-09,Home Goods,West,Rainy,1888.46,5.39,April,2024,Spring,2404.01,46,546.88
2024-04-09,Home Goods,South,Sunny,845.38,7.92,April,2024,Spring,1865.26,58,482.89
2024-04-10,Apparel,South,Sunny,1921.09,7.68,April,2024,Spring,2577.11,59,632.91
2024-04-11,Electronics,South,Sunny,540.76,27.11,April,2024,Spring,2675.59,160,668.4
2024-04-12,Home Goods,South,Sunny,787.14,25.07,April,2024,Spring,2152.82,141,609.61
2024-04-13,Apparel,East,Sunny,1785.69,9.81,April,2024,Spring,2833.87,71,665.64
2024-04-14,Home Goods,South,Rainy,1519.32,12.99,April,2024,Spring,2401.52,83,674.36
2024-04-15,Apparel,North,Cloudy,747.86,7.75,April,2024,Spring,1964.88,58,467.85
2024-04-16,Electronics,South,Snowy,988.73,25.26,April,2024,Spring,2876.88,144,676.1
2024-04-16,Electronics,North,Rainy,766.83,8.9,April,2024,Spring,2446.56,56,570.29
2024-04-17,Apparel,East,Rainy,1320.44,7.22,April,2024,Spring,2497.39,63,572.68
2024-04-18,Home Goods,East,Snowy,1861.07,17.11,April,2024,Spring,2698.68,108,614.93
2024-04-18,Home Goods,South,Sunny,1173.28,18.33,April,2024,Spring,2397.64,111,548.19
2024-04-19,Apparel,East,Sunny,926.84,20.21,April,2024,Spring,2356.23,117,490.95
2024-04-20,Apparel,South,Rainy,1759.19,15.28,April,2024,Spring,2933.79,104,665.72
2024-04-21,Home Goods,West,Sunny,1344.99,16.1,April,2024,Spring,2266.45,98,611.7
2024-04-22,Electronics,North,Cloudy,1559.29,11.48,April,2024,Spring,2842.09,83,696.79
2024-04-28,Home Goods,East,Cloudy,882.96,7.39,April,2024,Spring,1635.34,66,439.01
2024-04-30,Home Goods,East,Sunny,647.35,12.62,April,2024,Spring,1881.86,77,451.85
2024-05-01,Electronics,South,Snowy,1584.72,11.78,May,2024,Spring,2940.43,78,667.88
2024-05-01,Apparel,North,Rainy,1079.48,28.2,May,2024,Spring,2503.08,160,647.97
2024-05-03,Apparel,North,Sunny,1051.6,17.66,May,2024,Spring,2573.12,103,632.16
2024-05-03,Home Goods,North,Sunny,1056.74,21.75,May,2024,Spring,2313.53,132,504.8
2024-05-04,Electronics,South,Sunny,1970.16,14.48,May,2024,Spring,3253.48,89,784.72
2024-05-06,Electronics,East,Rainy,849.14,23.56,May,2024,Spring,2751.17,139,626.05
2024-05-06,Home Goods,South,Sunny,1406.11,15.11,May,2024,Spring,2486.67,94,606.19
2024-05-07,Electronics,East,Snowy,1401.65,5.75,May,2024,Spring,2604.75,56,594.32
2024-05-07,Home Goods,East,Rainy,1324.38,24.36,May,2024,Spring,2497.66,143,638.52
2024-05-10,Home Goods,North,Snowy,1110.01,19.63,May,2024,Spring,2224.45,115,553.46
2024-05-10,Apparel,North,Rainy,1546.63,12.59,May,2024,Spring,2564.75,86,652.77
2024-05-10,Home Goods,North,Cloudy,866.51,20.95,May,2024,Spring,2023.67,124,646.78
2024-05-12,Home Goods,North,Snowy,537.71,29.51,May,2024,Spring,2140.1,180,529.99
2024-05-13,Home Goods,West,Snowy,1237.13,10.77,May,2024,Spring,2244.27,66,564.58
2024-05-13,Apparel,West,Sunny,1469.14,22.82,May,2024,Spring,2916.03,141,697.99
2024-05-16,Electronics,East,Sunny,1673.02,10.0,May,2024,Spring,3005.62,65,660.06
2024-05-16,Electronics,South,Cloudy,807.47,12.36,May,2024,Spring,2539.84,88,642.85
2024-05-16,Electronics,West,Sunny,1999.32,29.94,May,2024,Spring,3517.0,170,770.92
2024-05-18,Home Goods,South,Sunny,592.0,15.84,May,2024,Spring,1839.88,103,502.06
2024-05-18,Apparel,East,Rainy,1866.75,24.62,May,2024,Spring,2928.16,145,629.82
